input,output
Checkout process steps,"DESCRIPTION:
The UI should be a sequential list of steps to complete the checkout process. Each step should have a title, a brief description, and a visual indicator to show progression.
COMPONENTS:
- CheckoutStep: (standalone) - represents a single step in the checkout process
- CheckoutSteps: (takes children) - contains a list of `CheckoutStep` components
HTML:
<nav aria-label=""Checkout process""><CheckoutSteps><CheckoutStep/><CheckoutStep/><CheckoutStep/></CheckoutSteps></nav>
COMPONENT HTML:
CheckoutStep:
<div class=""flex items-center mb-4""><div class=""w-10 h-10 bg-gray-200 rounded-full flex items-center justify-center mr-4""><span>{step_number}</span></div><div class=""flex-1""><h5 class=""uppercase text-lg"">{step_title}</h5><p class=""text-sm"">{step_description}</p></div></div>
CheckoutSteps:
<div class=""flex flex-wrap -mx-4"">{children}</div>"
Breadcrumb Navigation,"DESCRIPTION:
A horizontal list of links, with each item separated by a forward slash (/), and the current page highlighted.
COMPONENTS:
- BreadcrumbItem: (standalone): represents a single item in the breadcrumb navigation
- BreadcrumbNavigation: (takes children): contains a list of breadcrumb items
HTML:
<nav class=""flex flex-wrap mb-4 text-sm"" aria-label=""Breadcrumb""><BreadcrumbNavigation><BreadcrumbItem/><BreadcrumbItem/><BreadcrumbItem/></BreadcrumbNavigation></nav>
COMPONENT HTML:
BreadcrumbItem:
<li class=""mr-2""><a href=""{href}"" class=""text-gray-600 hover:text-gray-900"">{label}</a><span class=""mx-2"">/</span></li>
BreadcrumbNavigation:
<ul class=""list-none p-0 m-0 flex flex-wrap"">{children}</ul>"
Alert Notification Icon,"DESCRIPTION:
The UI should display an alert notification icon with a numeric badge indicating the number of notifications.
COMPONENTS:
- AlertIcon: Standalone component that displays an alert icon.
- NotificationBadge: Standalone component that displays a numeric badge.
HTML:
<div class=""flex items-center justify-center""><AlertIcon/><NotificationBadge/></div>
COMPONENT HTML:
AlertIcon:
<i class=""fas fa-exclamation-circle text-red-500 text-lg"" aria-label=""Alert Icon""></i>
NotificationBadge:
<span class=""bg-red-500 text-white text-sm font-bold py-1 px-2 rounded"">{notification_count}</span>"
Customer reviews section,"DESCRIPTION:
The UI should display a list of customer reviews, each with a rating, name, review text, and date. The reviews should be responsive, with a mobile-first design, and accessible for screen readers.
COMPONENTS:
- ReviewCard: A standalone component representing a single customer review.
- ReviewSection: A component that takes child `ReviewCard` components and displays them in a list.
HTML:
<div class=""max-w-md mx-auto my-12""><h2 class=""text-2xl font-bold mb-4"">Customer Reviews</h2><ReviewSection><ReviewCard/><ReviewCard/><!-- Add more ReviewCard components here --></ReviewSection></div>
COMPONENT HTML:
ReviewCard:
<div class=""bg-white p-4 mb-4 shadow-md""><div class=""flex items-center mb-2""><span class=""text-lg font-bold"">{rating}/ 5</span><span class=""text-gray-500 ml-2"">{date}</span></div><p class=""text-lg"">{review_text}</p><p class=""text-gray-500"">— {name}</p></div>
ReviewSection:
<ul class=""list-none p-0 m-0"">{children}</ul>"
Post/Tweet Box,"DESCRIPTION:
A post/tweet box with a profile picture, username, input field, and a send button.
COMPONENTS:
- UserProfilePicture: Standalone component
- Username: Standalone component
- PostInput: Takes children
- SendButton: Standalone component
HTML:
<div class=""flex p-4""><UserProfilePicture/><div class=""flex-1 ml-4""><Username/><PostInput><PostInput/></PostInput><SendButton/></div></div>
COMPONENT HTML:
UserProfilePicture:
<img class=""w-12 h-12 rounded-full"" src={profile_picture_url} alt=""Profile Picture""/>
Username:
<span class=""text-lg font-bold"">{username}</span>
PostInput:
<textarea class=""w-full p-2 pl-10 text-lg"" rows=""3"" placeholder=""What's on your mind?"">{children}</textarea>
SendButton:
<button class=""bg-blue-500 hover:bg-blue-700 text-white font-bold py-2 px-4 rounded"">Send</button>"
"Single post with text, image, and comments","DESCRIPTION:
The UI should display a single post with a text, an image, and comments below. The post text should be in a readable font size, and the image should be responsive. The comments section should be divided into individual comment blocks with the commentator's name and comment text.
COMPONENTS:
- PostContent: A standalone component that renders the post text and image.
- CommentsSection: A component that takes children (`CommentBlock` components) and renders them.
HTML:
<!-- Post Container --><div class=""max-w-md mx-auto p-4 md:p-6 lg:p-8""><PostContent/><CommentsSection><!-- Comment blocks will be inserted here --></CommentsSection></div>
COMPONENT HTML:
PostContent:
<!-- Post Content Container --><div class=""mb-4""><p class=""text-lg"">{post_text}</p><img src=""{image_url}"" alt=""{image_alt}"" class=""w-full h-auto mb-4""/></div>
CommentsSection:
<!-- Comments Section Container --><div class=""mt-4"">{children}</div>"
Tags and Categories,"DESCRIPTION:
The UI should display a list of tags and categories in a responsive, mobile-first design. The list should be accessible and SEO-friendly.
COMPONENTS:
- TagList: A component that takes children, representing a list of tags.
- CategoryList: A component that takes children, representing a list of categories.
HTML:
<main class=""max-w-md mx-auto p-4 md:p-6 lg:p-12""><h1 class=""text-3xl font-bold mb-4"">Tags and Categories</h1><section class=""mb-6""><h2 class=""text-lg font-bold mb-2"">Tags</h2><TagList><!-- Tags will be rendered here --></TagList></section><section class=""mb-6""><h2 class=""text-lg font-bold mb-2"">Categories</h2><CategoryList><!-- Categories will be rendered here --></CategoryList></section></main>
COMPONENT HTML:
TagList:
<ul class=""list-none mb-0"">{children}</ul>
CategoryList:
<ul class=""list-none mb-0"">{children}</ul>"
Add to cart and wishlist buttons,"DESCRIPTION:
The UI should be a simple container with two buttons, one for adding to cart and one for adding to wishlist. The buttons should be responsive and accessible.
COMPONENTS:
- AddToCartButton: standalone
- AddToWishlistButton: standalone
- ButtonContainer: takes children
HTML:
<div class=""flex justify-center mb-4""><ButtonContainer><AddToCartButton/><AddToWishlistButton/></ButtonContainer></div>
COMPONENT HTML:
AddToCartButton:
<button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Add to Cart</button>
AddToWishlistButton:
<button class=""bg-gray-500 hover:bg-gray-700 text-white font-bold py-2 px-4 rounded"">Add to Wishlist</button>
ButtonContainer:
<div class=""flex justify-center"">{children}</div>"
Case Study and Description Text,"DESCRIPTION:
The UI should display a section that showcases a case study with a description text. The layout should be responsive, with the description text wrapping to the next line on smaller screens.
COMPONENTS:
- CaseStudySection: (standalone)
- DescriptionText: (takes children)
HTML:
<section class=""max-w-md mx-auto p-4 pt-6 mb-4 bg-white rounded shadow-md""><CaseStudySection/><DescriptionText/></section>
COMPONENT HTML:
CaseStudySection:
<h2 class=""text-3xl font-bold"">{case_study_title}</h2>
DescriptionText:
<p class=""text-lg leading-relaxed"">{children}</p>"
Hero Background Image Size,"DESCRIPTION:
The UI should feature a hero section with a background image that takes up the full width and height of the viewport, with a responsive design that adapts to different screen sizes.
COMPONENTS:
- HeroSection: (standalone) - The main hero section component that contains the background image.
HTML:
<div class=""h-screen w-full""><HeroSection/></div>
COMPONENT HTML:
HeroSection:
<section class=""h-full w-full bg-cover bg-center"" style={`background-image: url(${heroImage})`}><!-- content goes here --></section>"
Forum Categories and Subforums,"DESCRIPTION:
The UI should display a list of forum categories, each containing a title and a list of subforums. Each subforum should also display a title and a brief description.
COMPONENTS:
- ForumCategory: standalone component that displays a category title and a list of subforums.
- Subforum: standalone component that displays a subforum title and description.
HTML:
<div class=""max-w-md mx-auto p-4""><h1 class=""text-3xl font-bold mb-4"">Forum Categories</h1><ul><ForumCategory/><ForumCategory/><!-- Add more ForumCategory components here --></ul></div>
COMPONENT HTML:
ForumCategory:
<li class=""py-2""><h2 class=""text-lg font-bold"">{category_title}</h2><ul><Subforum/><Subforum/><!-- Add more Subforum components here --></ul></li>
Subforum:
<li class=""py-2""><h3 class=""text-md font-bold"">{subforum_title}</h3><p>{subforum_description}</p></li>"
Skeleton Screens/Loading,"DESCRIPTION:
A loading UI with a loading animation and a set of skeleton screens for a list of items. The loading animation is a simple rotating wheel and the skeleton screens display a set of rectangles with a slight animation.
COMPONENTS:
- LoadingIndicator: a standalone component that displays a rotating wheel
- SkeletonScreen: a standalone component that displays a rectangle that animates to simulate loading
- SkeletonList: a component that takes children, which are a set of `SkeletonScreen` components
HTML:
<div class=""flex justify-center mt-20""><LoadingIndicator/><SkeletonList><SkeletonScreen/><SkeletonScreen/><SkeletonScreen/></SkeletonList></div>
COMPONENT HTML:
LoadingIndicator:
<div class=""inline-block""><div class=""animate-spin h-8 w-8 border-2 border-gray-50 rounded-full border-t-2 border-t-gray-200""><!-- rotating wheel animation --></div></div>
SkeletonScreen:
<div class=""bg-gray-100 animate-pulse h-12 w-64 rounded-lg mt-2""><!-- animated rectangle --></div>
SkeletonList:
<div class=""flex flex-wrap justify-center"">{children}</div>"
Hero Overlay Pattern,"DESCRIPTION:
The UI should be a hero section with a full-width background image, overlaid with text content. The background image should be responsive and mobile-friendly. The text content should be centered and overlaid on top of the background image.
COMPONENTS:
- HeroComponent: Standalone component that renders the hero section with background image and overlaid text content.
- OverlayTextComponent: Standalone component that renders the text content overlaid on top of the background image.
HTML:
<div class=""h-screen w-full relative""><HeroComponent/></div>
COMPONENT HTML:
HeroComponent:
<div class=""h-screen w-full bg-cover bg-center"" style={`background-image: url(${heroImage});`}><div class=""absolute inset-0 flex justify-center items-center""><OverlayTextComponent/></div></div>
OverlayTextComponent:
<div class=""text-white text-3xl md:text-5xl lg:text-6xl""><h1>{heroTitle}</h1><p>{heroDescription}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">{heroButtonText}</button></div>"
Arrangement of product images and details in a structured grid format,"DESCRIPTION:
The UI should display a grid of product cards, each containing an image, product name, product description, and a call-to-action (CTA) button. The grid should be responsive, adapting to different screen sizes and devices.
COMPONENTS:
- ProductCard: A standalone component representing a single product, containing an image, product name, product description, and a CTA button.
- ProductGrid: A component that takes children, representing the grid of product cards.
HTML:
<div class=""container mx-auto p-4""><ProductGrid><ProductCard/><ProductCard/><!-- Add more ProductCard components as needed --></ProductGrid></div>
COMPONENT HTML:
ProductCard:
<div class=""max-w-sm bg-white rounded-lg shadow-md""><img src={productImage} alt={productName} class=""w-full h-48 object-cover rounded-t-lg""/><div class=""p-4""><h5 class=""text-lg"">{productName}</h5><p class=""text-gray-600"">{productDescription}</p><button class=""bg-orange-500 hover:bg-orange-700 text-white font-bold py-2 px-4 rounded"">Buy Now</button></div></div>
ProductGrid:
<div class=""grid gap-4 sm:grid-cols-2 lg:grid-cols-3 xl:grid-cols-4"">{children}</div>"
Social Media Feed Item,"DESCRIPTION:
The UI should display a single social media feed item, showing the user's profile picture, username, post text, post image, likes, comments, and a timestamp.
COMPONENTS:
- UserProfilePicture: standalone, displays the user's profile picture
- PostHeader: standalone, displays the user's username and timestamp
- PostText: standalone, displays the post text
- PostImage: standalone, displays the post image
- EngagementStats: standalone, displays the likes and comments
- SocialMediaFeedItem: takes children, the main container for the social media feed item
HTML:
<div class=""flex flex-col gap-2 p-4""><SocialMediaFeedItem><UserProfilePicture/><PostHeader/><PostText/><PostImage/><EngagementStats/></SocialMediaFeedItem></div>
COMPONENT HTML:
UserProfilePicture:
<img src=""{profile_picture_url}"" alt=""{username}"" class=""w-12 h-12 rounded-full object-cover""/>
PostHeader:
<div class=""flex justify-between""><h2 class=""text-lg"">{username}</h2><p class=""text-gray-500"">{timestamp}</p></div>
PostText:
<p>{post_text}</p>
PostImage:
<img src=""{post_image_url}"" alt=""Post image"" class=""w-full h-64 object-cover""/>
EngagementStats:
<ul class=""flex justify-between text-gray-500""><li>{likes} likes</li><li>{comments} comments</li></ul>
SocialMediaFeedItem:
<div class=""flex flex-col gap-2 p-4 border-b border-gray-200"">{children}</div>"
